                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     77,                 1.1754,                 0.8585,                 1.4554,                0.82128,                0.74968,                0.85403,                0.46721,                 1.5861,                 1.0824,                 2.0354,               0.002476,               0.002476,               0.002476
                     78,                  1.168,                0.87202,                  1.434,                0.74152,                0.75079,                 0.7838,                0.43037,                 1.5815,                 1.0921,                 1.9514,               0.002377,               0.002377,               0.002377
                     79,                 1.1526,                 0.8537,                 1.4311,                0.79407,                0.75433,                0.84943,                 0.4674,                 1.5937,                 1.0051,                 2.0137,               0.002278,               0.002278,               0.002278
                     80,                 1.1406,                 0.8442,                 1.4182,                0.76192,                0.71874,                0.80115,                  0.449,                 1.5791,                 1.0916,                 2.0088,               0.002179,               0.002179,               0.002179
                     81,                 1.1392,                0.85271,                 1.4115,                0.81148,                0.74503,                0.84657,                0.47281,                 1.5891,                0.99713,                 2.0297,                0.00208,                0.00208,                0.00208
                     82,                 1.1772,                0.84066,                 1.4384,                 0.8167,                0.75652,                0.86215,                0.47507,                 1.5946,                0.97863,                 2.0241,               0.001981,               0.001981,               0.001981
                     83,                 1.1451,                0.83534,                 1.4222,                0.75799,                0.68117,                0.78704,                0.43893,                 1.5952,                 1.1432,                 2.0272,               0.001882,               0.001882,               0.001882
                     84,                  1.133,                 0.8242,                 1.4171,                0.81303,                0.74865,                0.83998,                0.46926,                 1.5834,                  1.066,                 2.0318,               0.001783,               0.001783,               0.001783
                     85,                 1.1398,                0.84007,                 1.4272,                0.83973,                0.75468,                0.86359,                0.48429,                  1.575,                0.94192,                 2.0046,               0.001684,               0.001684,               0.001684
                     86,                 1.1117,                0.82167,                 1.3941,                0.86879,                0.72912,                0.86857,                0.48626,                 1.5974,                0.94125,                 2.0503,               0.001585,               0.001585,               0.001585
                     87,                 1.1279,                0.82635,                 1.3991,                0.83692,                0.79434,                0.87664,                0.48684,                 1.5778,                0.94018,                 2.0075,               0.001486,               0.001486,               0.001486
                     88,                  1.108,                0.81519,                 1.4049,                0.79338,                0.72293,                0.82535,                0.46164,                 1.5935,                 1.0401,                 2.0338,               0.001387,               0.001387,               0.001387
                     89,                 1.1272,                0.79814,                 1.4116,                0.77296,                0.73315,                0.81193,                0.44779,                 1.5911,                 1.0381,                 2.0228,               0.001288,               0.001288,               0.001288
                     90,                 1.1123,                0.80204,                 1.3957,                0.79665,                0.69797,                 0.8114,                0.44549,                 1.5905,                 1.1799,                 2.0489,               0.001189,               0.001189,               0.001189
