                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     76,                 1.2294,                0.68999,                  1.131,                0.86874,                0.75363,                0.88453,                0.49816,                 1.7646,                0.84318,                 1.5059,               0.002575,               0.002575,               0.002575
                     77,                 1.2396,                0.69877,                 1.1126,                0.84441,                 0.7595,                 0.8748,                0.49441,                 1.7473,                 0.8743,                 1.5262,               0.002476,               0.002476,               0.002476
                     78,                  1.218,                0.67643,                 1.1178,                0.85568,                0.72448,                0.86087,                0.47887,                 1.7759,                0.88202,                 1.5245,               0.002377,               0.002377,               0.002377
                     79,                   1.23,                0.66733,                 1.1184,                0.83094,                0.75781,                0.86223,                 0.4808,                 1.7587,                0.87108,                 1.5266,               0.002278,               0.002278,               0.002278
                     80,                 1.1967,                0.67214,                 1.1078,                0.79504,                0.80092,                0.86443,                0.48019,                  1.809,                0.90566,                 1.5664,               0.002179,               0.002179,               0.002179
                     81,                  1.245,                 0.6663,                 1.1279,                0.78907,                0.74789,                0.83103,                0.46048,                 1.7947,                  1.053,                 1.5519,                0.00208,                0.00208,                0.00208
                     82,                  1.219,                0.67661,                 1.1144,                0.86622,                0.73771,                0.88873,                0.49079,                 1.7712,                 0.8465,                  1.554,               0.001981,               0.001981,               0.001981
                     83,                 1.1872,                0.66317,                 1.1155,                0.84279,                0.73082,                0.85844,                0.47944,                 1.7611,                0.88528,                 1.5092,               0.001882,               0.001882,               0.001882
                     84,                 1.1775,                0.64833,                 1.1023,                0.77204,                0.77914,                0.85988,                 0.4769,                 1.7788,                0.87316,                 1.5329,               0.001783,               0.001783,               0.001783
                     85,                 1.2237,                0.65134,                 1.1202,                0.79598,                 0.7742,                0.86151,                0.47942,                  1.763,                0.84395,                 1.5211,               0.001684,               0.001684,               0.001684
                     86,                  1.173,                0.64689,                 1.0992,                0.84242,                0.73499,                0.85364,                0.47739,                 1.7663,                0.90195,                 1.5403,               0.001585,               0.001585,               0.001585
                     87,                  1.193,                0.64798,                 1.1095,                0.85973,                0.74785,                0.88264,                0.49787,                 1.7377,                0.84291,                 1.5118,               0.001486,               0.001486,               0.001486
                     88,                  1.164,                0.64535,                 1.0967,                0.76889,                   0.81,                0.87063,                 0.4912,                 1.7463,                0.83214,                  1.521,               0.001387,               0.001387,               0.001387
                     89,                 1.1834,                0.62787,                 1.0855,                0.84188,                0.71969,                0.84583,                0.47539,                 1.7747,                0.86491,                 1.5296,               0.001288,               0.001288,               0.001288
                     90,                 1.1478,                0.62969,                 1.0927,                0.88546,                 0.7321,                0.87966,                0.48962,                 1.7678,                0.86032,                   1.54,               0.001189,               0.001189,               0.001189
                     91,                 1.1363,                0.64918,                  1.131,                0.87394,                0.74984,                0.86107,                0.48099,                  1.783,                0.83184,                 1.5387,                0.00109,                0.00109,                0.00109
                     92,                 1.1408,                0.61968,                 1.1268,                0.86811,                0.73813,                0.87507,                 0.4951,                 1.7579,                0.83589,                 1.5198,               0.000991,               0.000991,               0.000991
                     93,                 1.1234,                0.61002,                 1.1322,                0.86937,                0.72134,                0.86274,                0.48251,                 1.7879,                0.83535,                 1.5366,               0.000892,               0.000892,               0.000892
                     94,                 1.1297,                0.60483,                 1.1232,                 0.8815,                0.73534,                0.88757,                0.50668,                 1.7653,                0.78984,                 1.5275,               0.000793,               0.000793,               0.000793
                     95,                 1.1072,                0.57924,                 1.1092,                0.81506,                0.76157,                0.85986,                0.48875,                 1.7623,                0.83792,                 1.5173,               0.000694,               0.000694,               0.000694
                     96,                 1.1081,                0.58094,                 1.1283,                0.84774,                 0.7828,                0.89083,                 0.5055,                 1.7528,                0.79325,                 1.5232,               0.000595,               0.000595,               0.000595
                     97,                 1.1191,                0.58321,                 1.1203,                0.88426,                0.72521,                0.88327,                 0.4969,                 1.7674,                0.81389,                 1.5318,               0.000496,               0.000496,               0.000496
                     98,                 1.1135,                0.56625,                 1.1164,                0.86627,                 0.7489,                0.88185,                0.50093,                 1.7538,                0.80068,                 1.5148,               0.000397,               0.000397,               0.000397
                     99,                 1.1044,                0.56233,                 1.1096,                0.88216,                 0.7489,                0.88349,                0.50131,                 1.7575,                0.80641,                 1.5203,               0.000298,               0.000298,               0.000298
                    100,                 1.1207,                  0.559,                 1.1176,                0.89387,                0.75076,                0.89186,                0.50911,                 1.7592,                0.78629,                 1.5186,               0.000199,               0.000199,               0.000199
