                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     73,                 1.1916,                0.67333,                 1.1128,                0.77359,                0.71895,                 0.8076,                0.44515,                 1.8352,                0.99684,                 1.5432,               0.002872,               0.002872,               0.002872
                     74,                 1.2228,                0.67562,                 1.1257,                0.83332,                0.75105,                 0.8625,                 0.4873,                 1.7828,                0.86438,                 1.5302,               0.002773,               0.002773,               0.002773
                     75,                 1.2046,                0.68309,                 1.1272,                0.83608,                  0.778,                0.88311,                0.49307,                 1.8119,                0.86238,                 1.5402,               0.002674,               0.002674,               0.002674
                     76,                 1.1956,                0.66189,                 1.1177,                0.76069,                0.77109,                0.84559,                0.46816,                 1.8107,                0.91022,                 1.5503,               0.002575,               0.002575,               0.002575
                     77,                 1.1873,                0.69035,                 1.1126,                0.82769,                0.76753,                0.84989,                0.47747,                 1.8035,                0.87081,                 1.5451,               0.002476,               0.002476,               0.002476
                     78,                 1.1945,                0.66229,                 1.1065,                0.79319,                0.74871,                 0.8442,                0.46409,                 1.7997,                0.89267,                 1.5586,               0.002377,               0.002377,               0.002377
                     79,                  1.173,                0.65482,                 1.0989,                 0.8587,                0.71371,                0.86029,                0.48153,                 1.7793,                0.87034,                  1.527,               0.002278,               0.002278,               0.002278
                     80,                 1.1865,                0.65969,                 1.1193,                0.78623,                0.78777,                0.87046,                0.48797,                 1.7823,                0.86383,                 1.5248,               0.002179,               0.002179,               0.002179
                     81,                 1.1865,                0.64046,                 1.1023,                0.86936,                0.69114,                0.84579,                0.46817,                 1.8168,                0.91806,                 1.5631,                0.00208,                0.00208,                0.00208
                     82,                 1.1716,                0.64963,                 1.1092,                0.76011,                0.83764,                0.86883,                0.49434,                 1.7552,                0.86861,                 1.5086,               0.001981,               0.001981,               0.001981
                     83,                 1.1778,                0.64366,                 1.1001,                0.82197,                0.73573,                0.85883,                0.48666,                 1.7879,                0.91973,                 1.5629,               0.001882,               0.001882,               0.001882
                     84,                 1.1515,                0.63897,                  1.099,                0.86822,                0.70946,                0.85537,                0.48522,                 1.8147,                0.89967,                 1.5519,               0.001783,               0.001783,               0.001783
                     85,                 1.1339,                0.64388,                 1.0992,                0.81591,                0.77675,                 0.8638,                0.48865,                 1.7752,                0.85936,                 1.5509,               0.001684,               0.001684,               0.001684
                     86,                 1.1518,                0.64496,                 1.0976,                0.79879,                0.77754,                0.86743,                0.49638,                  1.779,                 0.8513,                 1.5394,               0.001585,               0.001585,               0.001585
                     87,                 1.1212,                0.62734,                 1.0813,                0.80151,                0.76205,                0.84063,                0.47412,                 1.8006,                0.91549,                 1.5624,               0.001486,               0.001486,               0.001486
                     88,                 1.1607,                0.62767,                 1.0994,                0.83105,                0.75811,                0.86987,                0.48438,                 1.7893,                0.84573,                 1.5464,               0.001387,               0.001387,               0.001387
                     89,                 1.1404,                0.62409,                 1.0959,                0.80594,                0.77276,                0.86527,                0.48436,                 1.8212,                0.86065,                 1.5744,               0.001288,               0.001288,               0.001288
