                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     86,                 1.1781,                0.64045,                 1.1085,                0.77538,                0.83515,                0.86435,                0.48431,                  1.758,                0.85354,                 1.5394,               0.001585,               0.001585,               0.001585
                     87,                 1.1821,                0.65688,                 1.1116,                0.82846,                0.76636,                0.85985,                0.47437,                 1.7689,                0.84787,                 1.5296,               0.001486,               0.001486,               0.001486
                     88,                 1.1838,                0.65101,                  1.109,                0.77546,                0.83585,                0.86545,                0.48078,                 1.7602,                0.84223,                 1.5336,               0.001387,               0.001387,               0.001387
                     89,                 1.1906,                0.66058,                 1.1032,                0.81939,                0.80565,                0.87252,                0.48888,                 1.7697,                0.82085,                 1.5363,               0.001288,               0.001288,               0.001288
                     90,                   1.19,                0.67526,                 1.1062,                0.73197,                0.81424,                0.84435,                0.46439,                 1.7798,                0.90567,                  1.553,               0.001189,               0.001189,               0.001189
                     91,                 1.1688,                0.64728,                 1.1422,                 0.8473,                0.79267,                 0.8988,                0.50089,                  1.789,                0.80089,                 1.5657,                0.00109,                0.00109,                0.00109
                     92,                  1.167,                0.62494,                 1.1415,                0.83868,                0.77886,                0.86857,                 0.4895,                 1.7698,                 0.8197,                 1.5609,               0.000991,               0.000991,               0.000991
                     93,                  1.155,                0.62796,                 1.1411,                0.85696,                0.74785,                0.87206,                0.48517,                 1.7851,                0.82787,                 1.5533,               0.000892,               0.000892,               0.000892
                     94,                 1.1456,                 0.6086,                 1.1323,                  0.863,                0.74149,                0.87359,                0.48851,                 1.7732,                0.82871,                 1.5425,               0.000793,               0.000793,               0.000793
                     95,                 1.1532,                0.61115,                 1.1417,                0.76866,                0.83715,                 0.8888,                0.49719,                  1.765,                0.78737,                 1.5335,               0.000694,               0.000694,               0.000694
                     96,                  1.126,                0.59645,                 1.1163,                0.79865,                0.77939,                0.86453,                0.48294,                 1.7615,                0.87173,                 1.5382,               0.000595,               0.000595,               0.000595
                     97,                 1.1297,                0.59814,                 1.1293,                0.82776,                0.74207,                0.86138,                0.47932,                 1.7516,                0.85542,                 1.5352,               0.000496,               0.000496,               0.000496
                     98,                 1.1209,                 0.5833,                 1.1166,                0.78556,                0.76469,                0.85642,                0.47592,                   1.77,                0.86286,                 1.5407,               0.000397,               0.000397,               0.000397
                     99,                 1.1218,                0.59634,                 1.1184,                0.79655,                0.79386,                0.87296,                0.48951,                 1.7452,                0.82979,                 1.5258,               0.000298,               0.000298,               0.000298
                    100,                 1.1123,                0.58153,                 1.1294,                0.79606,                0.82035,                0.87718,                 0.4938,                 1.7475,                0.83157,                 1.5313,               0.000199,               0.000199,               0.000199
